index	input_id	label	loss	region	token
167	2814	-100	no	external_context	Ġdone
168	1496	-100	no	external_context	Ġeven
169	979	-100	no	external_context	Ġwhen
170	279	-100	no	external_context	Ġthe
171	1196	-100	no	external_context	Ġuser
172	2669	-100	no	external_context	Ġalready
173	5707	-100	no	external_context	Ġprovides
174	279	-100	no	external_context	Ġthe
175	1196	-100	no	external_context	Ġuser
176	877	-100	no	external_context	Ġid
177	382	-100	no	external_context	.ĊĊ
178	12522	-100	no	external_context	Once
179	279	-100	no	external_context	Ġthe
180	1196	-100	no	external_context	Ġuser
181	702	-100	no	external_context	Ġhas
182	1012	-100	no	external_context	Ġbeen
183	37260	-100	no	external_context	Ġauthenticated
184	11	-100	no	external_context	,
185	498	-100	no	external_context	Ġyou
186	646	-100	no	external_context	Ġcan
187	3410	-100	no	external_context	Ġprovide
188	279	-100	no	external_context	Ġthe
189	1196	-100	no	external_context	Ġuser
190	448	-100	no	external_context	Ġwith
191	1995	-100	no	external_context	Ġinformation
192	911	-100	no	external_context	Ġabout
193	1973	-100	no	external_context	Ġorder
194	11	-100	no	external_context	,
195	1985	-100	no	external_context	Ġproduct
196	11	-100	no	external_context	,
197	5526	-100	no	external_context	Ġprofile
198	1995	-100	no	external_context	Ġinformation
199	11	-100	no	external_context	,
200	384	-100	no	external_context	Ġe
201	1302	-100	no	external_context	.g
202	13	-100	no	external_context	.
203	1492	-100	no	external_context	Ġhelp
204	279	-100	no	external_context	Ġthe
205	1196	-100	no	external_context	Ġuser
206	1401	-100	no	external_context	Ġlook
207	705	-100	no	external_context	Ġup
208	1973	-100	no	external_context	Ġorder
209	877	-100	no	external_context	Ġid
210	382	-100	no	external_context	.ĊĊ
211	2610	-100	no	external_context	You
212	646	-100	no	external_context	Ġcan
213	1172	-100	no	external_context	Ġonly
214	1492	-100	no	external_context	Ġhelp
215	825	-100	no	external_context	Ġone
216	1196	-100	no	external_context	Ġuser
217	817	-100	no	external_context	Ġper
218	10435	-100	no	external_context	Ġconversation
219	320	-100	no	external_context	Ġ(
220	8088	-100	no	external_context	but
221	498	-100	no	external_context	Ġyou
222	646	-100	no	external_context	Ġcan
223	3705	-100	no	external_context	Ġhandle
224	5248	-100	no	external_context	Ġmultiple
225	7388	-100	no	external_context	Ġrequests
226	504	-100	no	external_context	Ġfrom
227	279	-100	no	external_context	Ġthe
228	1852	-100	no	external_context	Ġsame
229	1196	-100	no	external_context	Ġuser
230	701	-100	no	external_context	),
231	323	-100	no	external_context	Ġand
232	1969	-100	no	external_context	Ġmust
233	23101	-100	no	external_context	Ġdeny
234	894	-100	no	external_context	Ġany
235	7388	-100	no	external_context	Ġrequests
236	369	-100	no	external_context	Ġfor
237	9079	-100	no	external_context	Ġtasks
238	5435	-100	no	external_context	Ġrelated
239	311	-100	no	external_context	Ġto
240	894	-100	no	external_context	Ġany
241	1008	-100	no	external_context	Ġother
242	1196	-100	no	external_context	Ġuser
243	382	-100	no	external_context	.ĊĊ
244	10227	-100	no	external_context	Before
245	4633	-100	no	external_context	Ġtaking
246	894	-100	no	external_context	Ġany
247	1917	-100	no	external_context	Ġaction
248	429	-100	no	external_context	Ġthat
249	8837	-100	no	external_context	Ġupdates
250	279	-100	no	external_context	Ġthe
251	4625	-100	no	external_context	Ġdatabase
252	320	-100	no	external_context	Ġ(
253	18515	-100	no	external_context	cancel
254	11	-100	no	external_context	,
255	5602	-100	no	external_context	Ġmodify
256	11	-100	no	external_context	,
257	470	-100	no	external_context	Ġreturn
258	11	-100	no	external_context	,
259	9289	-100	no	external_context	Ġexchange
260	701	-100	no	external_context	),
261	498	-100	no	external_context	Ġyou
262	1969	-100	no	external_context	Ġmust
263	1140	-100	no	external_context	Ġlist
264	279	-100	no	external_context	Ġthe
265	1917	-100	no	external_context	Ġaction
266	3565	-100	no	external_context	Ġdetails
267	323	-100	no	external_context	Ġand
268	6851	-100	no	external_context	Ġobtain
269	11464	-100	no	external_context	Ġexplicit
270	1196	-100	no	external_context	Ġuser
271	19539	-100	no	external_context	Ġconfirmation
272	320	-100	no	external_context	Ġ(
273	9693	-100	no	external_context	yes
274	8	-100	no	external_context	)
275	311	-100	no	external_context	Ġto
276	10354	-100	no	external_context	Ġproceed
277	382	-100	no	external_context	.ĊĊ
278	2610	-100	no	external_context	You
279	1265	-100	no	external_context	Ġshould
280	537	-100	no	external_context	Ġnot
281	1281	-100	no	external_context	Ġmake
282	705	-100	no	external_context	Ġup
283	894	-100	no	external_context	Ġany
284	1995	-100	no	external_context	Ġinformation
285	476	-100	no	external_context	Ġor
286	6540	-100	no	external_context	Ġknowledge
287	476	-100	no	external_context	Ġor
288	15966	-100	no	external_context	Ġprocedures
289	537	-100	no	external_context	Ġnot
290	3897	-100	no	external_context	Ġprovided
291	553	-100	no	external_context	Ġby
292	279	-100	no	external_context	Ġthe
293	1196	-100	no	external_context	Ġuser
294	476	-100	no	external_context	Ġor
295	279	-100	no	external_context	Ġthe
296	7375	-100	no	external_context	Ġtools
297	11	-100	no	external_context	,
298	476	-100	no	external_context	Ġor
299	2968	-100	no	external_context	Ġgive
300	43022	-100	no	external_context	Ġsubjective
301	18564	-100	no	external_context	Ġrecommendations
302	476	-100	no	external_context	Ġor
303	6042	-100	no	external_context	Ġcomments
304	382	-100	no	external_context	.ĊĊ
305	2610	-100	no	external_context	You
306	1265	-100	no	external_context	Ġshould
307	518	-100	no	external_context	Ġat
308	1429	-100	no	external_context	Ġmost
309	1281	-100	no	external_context	Ġmake
310	825	-100	no	external_context	Ġone
311	5392	-100	no	external_context	Ġtool
312	1618	-100	no	external_context	Ġcall
313	518	-100	no	external_context	Ġat
314	264	-100	no	external_context	Ġa
315	882	-100	no	external_context	Ġtime
316	11	-100	no	external_context	,
317	323	-100	no	external_context	Ġand
318	421	-100	no	external_context	Ġif
319	498	-100	no	external_context	Ġyou
320	1896	-100	no	external_context	Ġtake
321	264	-100	no	external_context	Ġa
322	5392	-100	no	external_context	Ġtool
323	1618	-100	no	external_context	Ġcall
324	11	-100	no	external_context	,
325	498	-100	no	external_context	Ġyou
326	1265	-100	no	external_context	Ġshould
327	537	-100	no	external_context	Ġnot
328	5889	-100	no	external_context	Ġrespond
329	311	-100	no	external_context	Ġto
330	279	-100	no	external_context	Ġthe
331	1196	-100	no	external_context	Ġuser
332	518	-100	no	external_context	Ġat
333	279	-100	no	external_context	Ġthe
334	1852	-100	no	external_context	Ġsame
335	882	-100	no	external_context	Ġtime
336	13	-100	no	external_context	.
337	1416	-100	no	external_context	ĠIf
338	498	-100	no	external_context	Ġyou
339	5889	-100	no	external_context	Ġrespond
340	311	-100	no	external_context	Ġto
341	279	-100	no	external_context	Ġthe
342	1196	-100	no	external_context	Ġuser
343	11	-100	no	external_context	,
344	498	-100	no	external_context	Ġyou
345	1265	-100	no	external_context	Ġshould
346	537	-100	no	external_context	Ġnot
347	1281	-100	no	external_context	Ġmake
348	264	-100	no	external_context	Ġa
349	5392	-100	no	external_context	Ġtool
350	1618	-100	no	external_context	Ġcall
351	518	-100	no	external_context	Ġat
352	279	-100	no	external_context	Ġthe
353	1852	-100	no	external_context	Ġsame
354	882	-100	no	external_context	Ġtime
355	382	-100	no	external_context	.ĊĊ
356	2610	-100	no	external_context	You
357	1265	-100	no	external_context	Ġshould
358	23101	-100	no	external_context	Ġdeny
359	1196	-100	no	external_context	Ġuser
360	7388	-100	no	external_context	Ġrequests
361	429	-100	no	external_context	Ġthat
362	525	-100	no	external_context	Ġare
363	2348	-100	no	external_context	Ġagainst
364	419	-100	no	external_context	Ġthis
365	4842	-100	no	external_context	Ġpolicy
366	382	-100	no	external_context	.ĊĊ
367	2610	-100	no	external_context	You
368	1265	-100	no	external_context	Ġshould
369	8317	-100	no	external_context	Ġtransfer
370	279	-100	no	external_context	Ġthe
371	1196	-100	no	external_context	Ġuser
372	311	-100	no	external_context	Ġto
373	264	-100	no	external_context	Ġa
374	3738	-100	no	external_context	Ġhuman
375	8315	-100	no	external_context	Ġagent
376	421	-100	no	external_context	Ġif
377	323	-100	no	external_context	Ġand
378	1172	-100	no	external_context	Ġonly
379	421	-100	no	external_context	Ġif
380	279	-100	no	external_context	Ġthe
381	1681	-100	no	external_context	Ġrequest
382	4157	-100	no	external_context	Ġcannot
383	387	-100	no	external_context	Ġbe
384	17608	-100	no	external_context	Ġhandled
385	2878	-100	no	external_context	Ġwithin
386	279	-100	no	external_context	Ġthe
387	6891	-100	no	external_context	Ġscope
388	315	-100	no	external_context	Ġof
389	697	-100	no	external_context	Ġyour
390	6168	-100	no	external_context	Ġactions
391	13	-100	no	external_context	.
392	2014	-100	no	external_context	ĠTo
393	8317	-100	no	external_context	Ġtransfer
394	11	-100	no	external_context	,
395	1156	-100	no	external_context	Ġfirst
396	1281	-100	no	external_context	Ġmake
397	264	-100	no	external_context	Ġa
398	5392	-100	no	external_context	Ġtool
399	1618	-100	no	external_context	Ġcall
400	311	-100	no	external_context	Ġto
401	8317	-100	no	external_context	Ġtransfer
402	2346	-100	no	external_context	_to
403	86247	-100	no	external_context	_human
404	76347	-100	no	external_context	_agents
405	11	-100	no	external_context	,
406	323	-100	no	external_context	Ġand
407	1221	-100	no	external_context	Ġthen
408	3624	-100	no	external_context	Ġsend
409	279	-100	no	external_context	Ġthe
410	1943	-100	no	external_context	Ġmessage
411	364	-100	no	external_context	Ġ'
412	56389	-100	no	external_context	YOU
413	15824	-100	no	external_context	ĠARE
414	7206	-100	no	external_context	ĠBE
415	1718	-100	no	external_context	ING
416	47533	-100	no	external_context	ĠTRANS
417	25108	-100	no	external_context	FER
418	6504	-100	no	external_context	RED
419	5146	-100	no	external_context	ĠTO
420	362	-100	no	external_context	ĠA
421	472	-100	no	external_context	ĠH
422	67565	-100	no	external_context	UMAN
423	15082	-100	no	external_context	ĠAG
424	1825	-100	no	external_context	ENT
425	13	-100	no	external_context	.
426	53133	-100	no	external_context	ĠPLEASE
427	17542	-100	no	external_context	ĠHOLD
428	6197	-100	no	external_context	ĠON
429	3159	-100	no	external_context	.'
430	311	-100	no	external_context	Ġto
431	279	-100	no	external_context	Ġthe
432	1196	-100	no	external_context	Ġuser
433	382	-100	no	external_context	.ĊĊ
434	565	-100	no	external_context	##
435	21070	-100	no	external_context	ĠDomain
436	6770	-100	no	external_context	Ġbasic
437	271	-100	no	external_context	ĊĊ
438	12	-100	no	external_context	-
439	2009	-100	no	external_context	ĠAll
440	3039	-100	no	external_context	Ġtimes
441	304	-100	no	external_context	Ġin
442	279	-100	no	external_context	Ġthe
443	4625	-100	no	external_context	Ġdatabase
444	525	-100	no	external_context	Ġare
445	25877	-100	no	external_context	ĠEST
446	323	-100	no	external_context	Ġand
447	220	-100	no	external_context	Ġ
448	17	-100	no	external_context	2
449	19	-100	no	external_context	4
450	6460	-100	no	external_context	Ġhour
451	3118	-100	no	external_context	Ġbased
452	13	-100	no	external_context	.
453	1752	-100	no	external_context	ĠFor
454	3110	-100	no	external_context	Ġexample
455	330	-100	no	external_context	"Ġ"""
456	15	-100	no	external_context	0
457	17	-100	no	external_context	2
458	25	-100	no	external_context	:
459	18	-100	no	external_context	3
460	15	-100	no	external_context	0
461	25	-100	no	external_context	:
462	15	-100	no	external_context	0
463	15	-100	no	external_context	0
464	1	-100	no	external_context	""""
465	3363	-100	no	external_context	Ġmeans
466	220	-100	no	external_context	Ġ
467	17	-100	no	external_context	2
468	25	-100	no	external_context	:
469	18	-100	no	external_context	3
470	15	-100	no	external_context	0
471	6769	-100	no	external_context	ĠAM
472	25877	-100	no	external_context	ĠEST
473	382	-100	no	external_context	.ĊĊ
474	14374	-100	no	external_context	###
475	2657	-100	no	external_context	ĠUser
476	271	-100	no	external_context	ĊĊ
477	4854	-100	no	external_context	Each
478	1196	-100	no	external_context	Ġuser
479	702	-100	no	external_context	Ġhas
480	264	-100	no	external_context	Ġa
481	5526	-100	no	external_context	Ġprofile
482	8482	-100	no	external_context	Ġcontaining
483	1447	-100	no	external_context	:ĊĊ
484	12	-100	no	external_context	-
485	4911	-100	no	external_context	Ġunique
486	1196	-100	no	external_context	Ġuser
487	877	-100	no	external_context	Ġid
488	198	-100	no	external_context	Ċ
489	12	-100	no	external_context	-
490	2551	-100	no	external_context	Ġemail
491	198	-100	no	external_context	Ċ
492	12	-100	no	external_context	-
493	1638	-100	no	external_context	Ġdefault
494	2621	-100	no	external_context	Ġaddress
495	198	-100	no	external_context	Ċ
496	12	-100	no	external_context	-
497	8160	-100	no	external_context	Ġpayment
498	5413	-100	no	external_context	Ġmethods
499	382	-100	no	external_context	.ĊĊ
500	3862	-100	no	external_context	There
501	525	-100	no	external_context	Ġare
502	2326	-100	no	external_context	Ġthree
503	4494	-100	no	external_context	Ġtypes
504	315	-100	no	external_context	Ġof
505	8160	-100	no	external_context	Ġpayment
506	5413	-100	no	external_context	Ġmethods
507	25	-100	no	external_context	:
508	3070	-100	no	external_context	Ġ**
509	52330	-100	no	external_context	gift
510	3701	-100	no	external_context	Ġcard
511	97219	-100	no	external_context	**,
512	3070	-100	no	external_context	Ġ**
513	71205	-100	no	external_context	paypal
514	2692	-100	no	external_context	Ġaccount
515	97219	-100	no	external_context	**,
516	3070	-100	no	external_context	Ġ**
517	23311	-100	no	external_context	credit
518	3701	-100	no	external_context	Ġcard
519	334	-100	no	external_context	**
520	382	-100	no	external_context	.ĊĊ
521	14374	-100	no	external_context	###
522	5643	-100	no	external_context	ĠProduct
523	271	-100	no	external_context	ĊĊ
524	7981	-100	no	external_context	Our
525	10806	-100	no	external_context	Ġretail
526	3553	-100	no	external_context	Ġstore
527	702	-100	no	external_context	Ġhas
528	220	-100	no	external_context	Ġ
529	20	-100	no	external_context	5
530	15	-100	no	external_context	0
531	4494	-100	no	external_context	Ġtypes
532	315	-100	no	external_context	Ġof
533	3871	-100	no	external_context	Ġproducts
534	382	-100	no	external_context	.ĊĊ
535	2461	-100	no	external_context	For
536	1817	-100	no	external_context	Ġeach
537	3070	-100	no	external_context	Ġ**
538	1313	-100	no	external_context	type
539	315	-100	no	external_context	Ġof
540	1985	-100	no	external_context	Ġproduct
541	97219	-100	no	external_context	**,
542	1052	-100	no	external_context	Ġthere
543	525	-100	no	external_context	Ġare
544	3070	-100	no	external_context	Ġ**
545	15969	-100	no	external_context	variant
546	3589	-100	no	external_context	Ġitems
547	334	-100	no	external_context	**
548	315	-100	no	external_context	Ġof
549	2155	-100	no	external_context	Ġdifferent
550	3070	-100	no	external_context	Ġ**
551	2875	-100	no	external_context	options
552	334	-100	no	external_context	**
553	382	-100	no	external_context	.ĊĊ
554	2461	-100	no	external_context	For
555	3110	-100	no	external_context	Ġexample
556	11	-100	no	external_context	,
557	369	-100	no	external_context	Ġfor
558	264	-100	no	external_context	Ġa
559	364	-100	no	external_context	Ġ'
560	83	-100	no	external_context	t
561	33668	-100	no	external_context	-shirt
562	6	-100	no	external_context	'
563	1985	-100	no	external_context	Ġproduct
564	11	-100	no	external_context	,
565	1052	-100	no	external_context	Ġthere
566	1410	-100	no	external_context	Ġcould
567	387	-100	no	external_context	Ġbe
568	264	-100	no	external_context	Ġa
569	11424	-100	no	external_context	Ġvariant
570	1509	-100	no	external_context	Ġitem
571	448	-100	no	external_context	Ġwith
572	2999	-100	no	external_context	Ġoption
573	364	-100	no	external_context	Ġ'
574	3423	-100	no	external_context	color
575	6303	-100	no	external_context	Ġblue
576	1379	-100	no	external_context	Ġsize
577	386	-100	no	external_context	ĠM
578	516	-100	no	external_context	',
579	323	-100	no	external_context	Ġand
580	2441	-100	no	external_context	Ġanother
581	11424	-100	no	external_context	Ġvariant
582	1509	-100	no	external_context	Ġitem
583	448	-100	no	external_context	Ġwith
584	2999	-100	no	external_context	Ġoption
585	364	-100	no	external_context	Ġ'
586	3423	-100	no	external_context	color
587	2518	-100	no	external_context	Ġred
588	1379	-100	no	external_context	Ġsize
589	444	-100	no	external_context	ĠL
590	29636	-100	no	external_context	'.ĊĊ
591	4854	-100	no	external_context	Each
592	1985	-100	no	external_context	Ġproduct
593	702	-100	no	external_context	Ġhas
594	279	-100	no	external_context	Ġthe
595	2701	-100	no	external_context	Ġfollowing
596	8201	-100	no	external_context	Ġattributes
597	1447	-100	no	external_context	:ĊĊ
598	12	-100	no	external_context	-
599	4911	-100	no	external_context	Ġunique
600	1985	-100	no	external_context	Ġproduct
601	877	-100	no	external_context	Ġid
602	198	-100	no	external_context	Ċ
603	12	-100	no	external_context	-
604	829	-100	no	external_context	Ġname
605	198	-100	no	external_context	Ċ
606	12	-100	no	external_context	-
607	1140	-100	no	external_context	Ġlist
608	315	-100	no	external_context	Ġof
609	26012	-100	no	external_context	Ġvariants
610	271	-100	no	external_context	ĊĊ
611	4854	-100	no	external_context	Each
612	11424	-100	no	external_context	Ġvariant
613	1509	-100	no	external_context	Ġitem
614	702	-100	no	external_context	Ġhas
615	279	-100	no	external_context	Ġthe
616	2701	-100	no	external_context	Ġfollowing
617	8201	-100	no	external_context	Ġattributes
618	1447	-100	no	external_context	:ĊĊ
619	12	-100	no	external_context	-
620	4911	-100	no	external_context	Ġunique
621	1509	-100	no	external_context	Ġitem
622	877	-100	no	external_context	Ġid
623	198	-100	no	external_context	Ċ
624	12	-100	no	external_context	-
625	1995	-100	no	external_context	Ġinformation
626	911	-100	no	external_context	Ġabout
627	279	-100	no	external_context	Ġthe
628	897	-100	no	external_context	Ġvalue
629	315	-100	no	external_context	Ġof
630	279	-100	no	external_context	Ġthe
631	1985	-100	no	external_context	Ġproduct
632	2606	-100	no	external_context	Ġoptions
633	369	-100	no	external_context	Ġfor
634	419	-100	no	external_context	Ġthis
635	1509	-100	no	external_context	Ġitem
636	624	-100	no	external_context	.Ċ
637	12	-100	no	external_context	-
638	18048	-100	no	external_context	Ġavailability
639	198	-100	no	external_context	Ċ
640	12	-100	no	external_context	-
641	3349	-100	no	external_context	Ġprice
642	271	-100	no	external_context	ĊĊ
643	9112	-100	no	external_context	Note
644	25	-100	no	external_context	:
645	5643	-100	no	external_context	ĠProduct
646	3034	-100	no	external_context	ĠID
647	323	-100	no	external_context	Ġand
648	5739	-100	no	external_context	ĠItem
649	3034	-100	no	external_context	ĠID
650	614	-100	no	external_context	Ġhave
651	902	-100	no	external_context	Ġno
652	4300	-100	no	external_context	Ġrelations
653	323	-100	no	external_context	Ġand
654	1265	-100	no	external_context	Ġshould
655	537	-100	no	external_context	Ġnot
656	387	-100	no	external_context	Ġbe
657	21815	-100	no	external_context	Ġconfused
658	2219	-100	no	external_context	!ĊĊ
659	14374	-100	no	external_context	###
660	7217	-100	no	external_context	ĠOrder
661	271	-100	no	external_context	ĊĊ
662	4854	-100	no	external_context	Each
663	1973	-100	no	external_context	Ġorder
664	702	-100	no	external_context	Ġhas
665	279	-100	no	external_context	Ġthe
666	2701	-100	no	external_context	Ġfollowing
667	8201	-100	no	external_context	Ġattributes
668	1447	-100	no	external_context	:ĊĊ
669	12	-100	no	external_context	-
670	4911	-100	no	external_context	Ġunique
671	1973	-100	no	external_context	Ġorder
672	877	-100	no	external_context	Ġid
673	198	-100	no	external_context	Ċ
674	12	-100	no	external_context	-
675	1196	-100	no	external_context	Ġuser
676	877	-100	no	external_context	Ġid
677	198	-100	no	external_context	Ċ
678	12	-100	no	external_context	-
679	2621	-100	no	external_context	Ġaddress
680	198	-100	no	external_context	Ċ
681	12	-100	no	external_context	-
682	3589	-100	no	external_context	Ġitems
683	11457	-100	no	external_context	Ġordered
684	198	-100	no	external_context	Ċ
685	12	-100	no	external_context	-
686	2639	-100	no	external_context	Ġstatus
687	198	-100	no	external_context	Ċ
688	12	-100	no	external_context	-
689	2480	-100	no	external_context	Ġfull
690	12441	-100	no	external_context	fil
691	1368	-100	no	external_context	ments
692	3546	-100	no	external_context	Ġinfo
693	320	-100	no	external_context	Ġ(
694	44553	-100	no	external_context	tracking
695	877	-100	no	external_context	Ġid
696	323	-100	no	external_context	Ġand
697	1509	-100	no	external_context	Ġitem
698	14151	-100	no	external_context	Ġids
699	340	-100	no	external_context	)Ċ
700	12	-100	no	external_context	-
701	8160	-100	no	external_context	Ġpayment
702	3840	-100	no	external_context	Ġhistory
703	271	-100	no	external_context	ĊĊ
704	785	-100	no	external_context	The
705	2639	-100	no	external_context	Ġstatus
706	315	-100	no	external_context	Ġof
707	458	-100	no	external_context	Ġan
708	1973	-100	no	external_context	Ġorder
709	646	-100	no	external_context	Ġcan
710	387	-100	no	external_context	Ġbe
711	25	-100	no	external_context	:
712	3070	-100	no	external_context	Ġ**
713	28210	-100	no	external_context	pending
714	97219	-100	no	external_context	**,
715	3070	-100	no	external_context	Ġ**
716	34022	-100	no	external_context	processed
717	97219	-100	no	external_context	**,
718	3070	-100	no	external_context	Ġ**
719	9588	-100	no	external_context	del
720	43056	-100	no	external_context	ivered
721	97219	-100	no	external_context	**,
722	476	-100	no	external_context	Ġor
723	3070	-100	no	external_context	Ġ**
724	95282	-100	no	external_context	cancelled
725	334	-100	no	external_context	**
726	382	-100	no	external_context	.ĊĊ
727	24898	-100	no	external_context	Orders
728	646	-100	no	external_context	Ġcan
729	614	-100	no	external_context	Ġhave
730	1008	-100	no	external_context	Ġother
731	10101	-100	no	external_context	Ġoptional
732	8201	-100	no	external_context	Ġattributes
733	3118	-100	no	external_context	Ġbased
734	389	-100	no	external_context	Ġon
735	279	-100	no	external_context	Ġthe
736	6168	-100	no	external_context	Ġactions
737	429	-100	no	external_context	Ġthat
738	614	-100	no	external_context	Ġhave
